77.82991,315.0303,152.2365,43.77141,33.08903,125.1769,291.3021,195.2397,107.8264,11.80251,-0.03930658,3.285917,24.93848,312.4763,0.2566437,12.9213,186.4093,2.855074,15.47925,313.7031,101753.5,0.7464317,0.3389264,570.6954,367.8487
204.0008,75.72104,262.3231,88.26041,4.76267,94.31963,110.4442,244.561,170.2914,198.8212,-0.06417717,0.1990968,2.011797,131.662,0.4943589,16.44652,196.5074,1.608202,9.766943,292.9408,100990.8,-3.3584,9.47937,693.9322,47.06008
31.99454,51.1433,259.0659,313.0521,155.4317,177.1499,334.0547,331.3365,26.33415,117.5924,-0.02426587,0.2650466,2.000188,311.7156,0.4007344,16.79714,210.5115,3.675959,7.359966,315.5251,101280.4,2.084404,0.6793966,371.6705,25.46737
341.6165,18.10162,160.2746,202.8739,26.52084,160.0653,278.9654,93.59956,257.9907,260.438,-0.05974456,4.065853,23.6137,148.5622,0.1603327,14.58599,167.0239,0.9235325,18.98329,321.9784,101467,0.4867804,-1.668319,674.6422,423.063
279.7779,212.5021,247.4161,293.7425,77.94749,346.5796,333.8733,221.4127,166.9994,276.3804,0.02722528,4.549593,13.63017,47.31019,0.3410493,15.35323,207.9452,5.120752,18.57091,272.8867,101343.4,2.032283,1.845707,452.4467,128.1693
229.6333,59.2806,164.1465,287.6537,146.2124,2.159127,195.7767,237.7965,101.6629,275.4426,0.04338896,3.456928,12.01822,223.7312,0.3696946,15.04908,196.8521,1.870117,16.96034,305.8003,101659.2,0.7672893,0.2523969,255.2257,0
218.584,345.7295,15.85789,154.5329,221.996,13.46581,260.136,102.28,218.9258,348.0116,0.03868844,3.347443,13.46731,316.7615,0.4619561,14.06003,172.9955,0.9708905,12.61206,322.668,101649.8,2.107842,-0.01704732,282.2643,31.46848
124.4255,41.01686,137.9554,70.96201,141.5076,158.0605,216.9646,193.16,67.77765,41.61176,0.03400948,0.05689919,2.266907,41.61026,5.102987,12.79098,220.4425,2.218944,16.42718,286.9977,101503,-3.903949,-3.405033,507.702,0
267.9355,273.0688,145.1132,44.82407,16.2348,301.1179,79.75496,294.029,212.5006,109.319,0.03165995,2.989266,12.91151,132.793,0.8109636,13.27739,208.213,0.3515713,16.16311,282.9951,101248.9,5.491126,0.06404011,267.5833,4.933583
273.7819,220.1138,76.563,84.53152,265.6786,157.4911,154.7621,170.733,72.14339,144.713,0.05111769,0.2588937,2.001574,212.6798,0.2911354,16.4915,190.6734,1.974909,10.51469,289.3052,102283.9,0.7786353,-1.583459,339.9958,0.2220709
26.28916,178.8638,312.0865,187.4695,60.79646,233.1317,203.7847,215.8873,127.8665,160.2441,-0.02605131,4.197861,21.33455,244.7486,0.9316933,16.15852,197.2445,0.8201465,17.93801,294.9925,100806.1,-3.543826,0.6146136,1595.404,156.0406
344.2729,169.5431,110.6035,226.209,49.99679,288.3594,356.1516,19.50191,89.93343,222.8375,0.01963175,5.377324,21.34319,86.62939,0.5216091,14.08834,186.9966,1.005586,14.99242,290.6252,100890.9,2.505077,6.248984,489.2393,66.76077
288.466,19.44033,197.7331,189.809,46.66489,170.7815,153.8818,175.7647,196.3357,64.31807,0.01166905,1.787802,7.559021,87.46078,1.291685,18.93983,198.1708,1.080193,8.264521,325.9453,101384.1,3.001653,1.485831,150.2633,0
352.6354,68.71053,252.488,240.507,345.507,62.11358,123.0444,197.1442,101.5548,43.34389,0.04873779,1.110309,7.336456,356.0297,0.2975119,12.55354,193.9957,3.932533,9.779332,296.9791,102133.8,2.385247,1.542041,1650.773,265.7953
9.596514,179.2957,202.4019,198.7722,51.10444,36.81186,181.0918,359.472,3.590786,109.2831,-0.06232405,2.716543,8.012145,274.5368,0.2995101,12.01629,177.6597,5.22165,12.84071,273.8804,101263.2,-2.614537,1.012216,483.5338,0
64.02196,284.7669,118.1608,74.01389,147.7615,187.432,83.16284,93.35732,149.9796,200.1247,0.02305182,2.087216,17.3257,181.7929,0.711104,15.95292,195.963,0.6921103,11.36804,304.9867,101940.4,-0.7195895,-0.2929201,385.5276,0
31.39895,259.0601,157.763,262.9351,275.0767,183.9604,145.5001,67.58811,39.0155,63.58683,0.05480311,1.768542,7.782074,175.4214,1.111733,12.71392,195.4032,1.513006,9.150316,273.9987,101981.5,6.091295,0.4016772,258.8644,8.282529
108.4731,35.01034,350.798,24.69775,161.6215,331.0756,288.1757,119.8643,347.4938,54.00088,-0.007453592,5.202252,24.79693,198.677,0.5273734,13.10161,191,1.739589,12.35804,318.896,101456.5,-2.603679,2.978714,582.2383,66.48866
184.6971,264.9543,257.4522,293.0314,358.7163,171.9251,235.5844,160.5347,308.5453,71.03397,0.0159188,3.842838,15.0587,268.3265,0.2786697,16.39692,202.6339,3.200432,14.15456,299.859,101312.5,0.04098375,0.402026,368.4062,7.045817
220.7846,179.9967,76.84718,232.7102,21.61627,81.6392,122.5798,272.8344,178.5292,313.2764,0.01448767,3.065064,17.30097,356.386,0.4283589,11.05295,177.874,0.8170958,17.0025,313.2315,101328.7,4.662904,0.3357366,211.0671,0
55.13549,329.4081,18.30456,322.4329,174.3929,351.2503,109.4958,248.6648,306.2236,50.6145,-0.04557991,0.1862421,2.063047,260.5329,0.5360163,7.497622,195.5393,4.271569,8.739123,299,101374.3,2.996223,0.3299699,874.8271,240.4413
155.8809,332.1222,359.3423,183.325,9.720869,77.75378,318.9454,328.3253,156.8867,142.6419,-0.01688099,3.247903,19.1397,301.8806,0.2961247,17.70404,209.9792,1.163235,10.36947,281.9927,100771.4,2.236481,0.3267732,362.5625,19.3606
216.2974,0.1646464,260.8063,335.007,189.9248,126.1768,51.73099,69.98009,5.266601,265.0714,0.05505557,5.846529,15.32816,89.43888,0.2256359,14.66889,167.2943,5.534927,13.95843,282.5321,101545.8,2.835738,-0.07082299,285.2549,77.49428
71.64687,108.8784,334.7132,265.6398,323.7679,241.9198,208.5917,232.4929,314.5585,170.927,0.0370832,2.565851,7.908784,39.95371,0.5773326,15.76346,203.0186,1.362774,10.02155,284.969,101434.3,3.468793,3.651363,237.9392,25.19914
62.91539,274.1623,216.4523,119.541,35.80691,260.2433,44.85809,336.8612,337.288,141.8655,0.05555182,0.1746191,2.105711,86.30078,0.4407507,14.48589,210.1526,5.725913,17.7211,293.181,101494.5,-2.313535,-0.6172158,362.9625,0
312.123,179.7063,118.1361,184.9816,142.7392,57.30687,147.8567,38.13864,51.2853,287.105,0.03950952,2.308322,7.462439,132.2473,1.302296,11.8729,195.9984,0.8516796,11.52886,300.9953,102456.4,1.785138,1.383106,825.9565,0
150.7385,204.1138,345.4539,21.17847,126.3651,133.8445,238.575,105.6107,318.7028,346.7365,0.01561751,1.786418,6.744109,233.1736,0.9132688,19.39409,201.9971,1.208929,11.62118,276.9941,100316.4,-2.411847,3.440717,1108.044,108.0057
289.3242,23.15032,267.0611,336.2477,349.7918,128.8897,250.7772,180.4566,281.7102,86.71167,0.005081231,4.164285,18.41204,137.4367,0.3513349,11.46503,203.1191,0.7367201,15.2487,304.9988,101129,0.9617898,3.059791,325.4708,137.9577
201.0291,331.9679,106.9215,322.8081,206.9671,237.112,232.6118,128.0113,159.0969,226.3872,-0.05178586,1.911358,8.235858,315.578,0.3726814,9.419988,212.9946,6.061418,18.54092,301.6704,101539.8,5.75739,1.013685,470.0241,610.1332
